,City ID,City Name,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temperature,Wind Speed
278,513898,Otradnoye,100,RU,1658884148,91,59.7775,30.8181,66.96,5.03
279,3372988,Horta,18,PT,1658884148,87,38.5333,-28.6333,73.11,7.67
280,1862505,Hirara,10,JP,1658884148,74,24.8,125.2833,84.99,10.96
281,1176608,Islamkot,67,PK,1658884149,88,24.6997,70.177,79.52,9.13
282,1688696,San Policarpo,100,PH,1658884149,71,12.1791,125.5072,84.4,3.74
283,5354943,Half Moon Bay,100,US,1658884149,71,37.4636,-122.4286,80.06,18.41
284,4328010,Houma,0,US,1658884150,83,29.5958,-90.7195,84.2,4.61
285,2094342,Kavieng,40,PG,1658883985,63,-2.5744,150.7967,85.28,12.88
286,3641351,El Tigre,99,VE,1658884150,61,8.8875,-64.2454,79.88,4.32
287,3576994,Cockburn Town,0,TC,1658884150,80,21.4612,-71.1419,82.09,16.28
288,3567995,Bahía Honda,41,CU,1658884151,81,22.9036,-83.1592,80.35,7.23
289,1568510,Rach Gia,100,VN,1658884151,81,10.0167,105.0833,81.19,5.77
290,2641913,Nailsea,0,GB,1658884151,75,51.4324,-2.7585,59.32,12.66
291,2031964,Darhan,100,MN,1658884152,62,49.4867,105.9228,61.56,5.5
292,6050066,La Ronge,75,CA,1658884152,72,55.1001,-105.2842,64.62,9.22
293,2179825,Waitati,100,NZ,1658884152,98,-45.75,170.5667,46.58,5.19
294,1786538,Yining,56,CN,1658884153,56,29.0361,114.5636,91.58,2.01
295,2062276,Roebourne,6,AU,1658884153,29,-20.7833,117.1333,72.48,14.23
296,561698,Gayny,0,RU,1658884153,79,60.3071,54.3241,49.46,2.77
297,6542282,Genoa,75,IT,1658884154,64,44.4129,8.9573,80.02,6.91
298,1649150,Bengkulu,97,ID,1658884154,82,-3.8004,102.2655,77.38,3.11
299,3464343,Eldorado,0,BR,1658884127,60,-23.7869,-54.2836,65.08,4.38
300,1489209,Troitskoye,0,RU,1658884154,68,52.9821,84.6757,63.57,4.61
301,6324729,Halifax,96,CA,1658884018,69,44.6453,-63.5724,69.49,4.0
302,2160517,Launceston,25,AU,1658884155,87,-41.45,147.1667,51.33,3.44
303,1856068,Nago,8,JP,1658884155,67,26.5881,127.9761,86.45,8.77
304,1525988,Ayagoz,87,KZ,1658884155,37,47.9714,80.4392,69.26,7.45
305,3407762,Amapá,100,BR,1658884156,98,1.0,-52.0,72.16,1.83
306,1791673,Weihai,83,CN,1658884156,86,37.5017,122.1136,77.58,10.83
307,1498087,Nadym,98,RU,1658884156,77,65.5333,72.5167,52.0,8.88
308,2178753,Kirakira,96,SB,1658884157,75,-10.4544,161.9205,83.28,5.97
309,3517970,Pochutla,100,MX,1658884157,90,15.7432,-96.4661,78.82,2.51
310,2026786,Berezovyy,97,RU,1658884157,77,51.6667,135.7,65.82,1.36
311,1737486,Bintulu,100,MY,1658884158,91,3.1667,113.0333,77.49,3.78
312,3393471,Oriximiná,75,BR,1658884158,75,-1.7656,-55.8661,78.01,4.07
313,9874,Ramsar,64,IR,1658884158,84,36.9226,50.6426,76.84,1.16
314,2147756,Swan Hill,90,AU,1658884158,62,-35.3378,143.5544,56.21,12.21
315,3392431,Pedro II,100,BR,1658884125,48,-4.4247,-41.4586,70.7,1.72
316,3133053,Vågåmo,100,NO,1658884159,83,61.8751,9.0967,50.47,7.31
317,3388456,São José da Coroa Grande,100,BR,1658884159,85,-8.8978,-35.1478,73.96,10.96
318,4004293,Ixtapa,75,MX,1658884159,74,20.7,-105.2,85.23,9.22
319,5572400,Susanville,0,US,1658884134,20,40.4163,-120.653,90.09,10.36
320,2012956,Yerbogachën,56,RU,1658884148,68,61.2767,108.0108,65.8,9.8
321,4031574,Provideniya,0,RU,1658884160,66,64.3833,-173.3,50.36,15.99
322,2980080,Saint-François,0,FR,1658884160,77,46.4154,3.9054,58.68,0.0
323,5905393,Bonavista,14,CA,1658884160,94,48.6499,-53.1147,62.73,16.69
324,2034754,Shunyi,75,CN,1658884161,94,40.125,116.6453,75.15,2.24
325,1490256,Talnakh,96,RU,1658884161,60,69.4865,88.3972,61.21,5.17
326,6096551,Pangnirtung,33,CA,1658884161,77,66.1451,-65.7125,48.04,3.67
327,1213855,Sibolga,99,ID,1658884162,85,1.7427,98.7792,78.15,2.17
328,1788852,Xining,68,CN,1658884162,64,36.6167,101.7667,59.59,3.49
329,480637,Tukan,85,RU,1658884162,94,53.8409,57.4552,55.9,1.21
330,3893726,Constitución,99,CL,1658884162,93,-35.3333,-72.4167,51.42,5.84
331,3839307,Rawson,100,AR,1658883980,95,-43.3002,-65.1023,45.14,10.85
332,2271968,Aljezur,10,PT,1658884163,94,37.3191,-8.8033,63.77,11.48
333,5267537,Plover,72,US,1658884163,78,44.4564,-89.544,74.95,6.17
334,6148373,Sioux Lookout,72,CA,1658884163,69,50.1001,-91.917,64.71,5.3
335,3381041,Mana,2,GF,1658884164,85,5.6592,-53.7767,78.17,5.5
336,3899695,Ancud,98,CL,1658884164,94,-41.8697,-73.8203,48.22,8.46
337,2212775,Sabha,1,LY,1658884164,15,27.0377,14.4283,79.97,11.07
338,5972291,Havre-St-Pierre,8,CA,1658884165,90,50.2334,-63.5986,57.61,11.9
339,3526756,Isla Mujeres,16,MX,1658884165,79,21.2311,-86.731,84.25,10.02
340,5337908,Clearlake,4,US,1658884165,24,38.9582,-122.6264,93.58,8.59
341,542345,Krasnogvardeyets,100,RU,1658884166,85,52.6804,52.3635,64.0,3.69
342,1268008,Kanniyākumāri,100,IN,1658884166,83,8.0833,77.5667,77.29,12.15
343,3670218,San Andrés,100,CO,1658884166,78,12.5847,-81.7006,82.42,9.22
344,3374333,Praia,20,CV,1658884167,83,14.9215,-23.5087,79.34,2.3
345,3452925,Ipanema,39,BR,1658884167,95,-30.1391,-51.2244,65.37,1.14
346,2667402,Trelleborg,88,SE,1658884167,72,55.3751,13.1569,56.14,20.38
347,1621313,Ambulu,15,ID,1658884167,74,-8.345,113.6058,77.99,1.88
348,5379533,Orange Cove,0,US,1658884168,15,36.6244,-119.3137,103.93,5.75
349,1816751,Beidao,100,CN,1658884168,66,34.5686,105.8933,70.97,3.56
350,2109528,Buala,100,SB,1658884168,69,-8.145,159.5921,84.65,5.79
351,1259460,Pokaran,87,IN,1658884169,87,26.9167,71.9167,79.95,7.99
352,667691,Schela,0,RO,1658884169,66,45.5,27.8167,67.91,3.02
353,1796236,Shanghai,0,CN,1658883894,71,31.2222,121.4581,92.93,6.71
354,2109701,Auki,53,SB,1658884169,60,-8.7676,160.7034,86.61,2.3
355,5975004,High Level,100,CA,1658884170,53,58.5169,-117.136,73.94,5.66
356,3359638,Walvis Bay,0,NA,1658884170,75,-22.9575,14.5053,49.08,6.06
357,3174050,Province of Mantua,90,IT,1658884170,85,45.1667,10.7833,73.98,11.99
358,2964528,Dungarvan,100,IE,1658884171,81,52.0881,-7.6253,57.56,1.99
359,2176639,Batemans Bay,3,AU,1658884171,40,-35.7167,150.1833,56.1,9.28
360,1516589,Zhezkazgan,0,KZ,1658884171,67,47.8043,67.7144,62.58,6.71
361,2347059,Birnin Kebbi,79,NG,1658884171,73,12.4539,4.1975,80.67,11.23
362,525426,Sobolevo,8,RU,1658884172,90,54.4299,31.8996,60.26,2.13
363,2191562,Dunedin,100,NZ,1658883933,96,-45.8742,170.5036,46.71,8.95
364,481605,Troitskaya,100,RU,1658884172,87,43.3056,44.9789,65.84,8.46
365,4576653,Dillon,63,US,1658884095,59,34.4166,-79.3712,85.87,8.75
366,1090415,Chirongui,5,YT,1658884173,72,-12.9319,45.1483,67.93,8.59
367,1819729,Hong Kong,14,HK,1658884131,73,22.2855,114.1577,89.04,5.99
368,174448,Abu Kamal,0,SY,1658884173,16,34.4506,40.9171,85.73,9.13
369,3369174,Calvinia,7,ZA,1658884173,94,-31.4707,19.776,45.27,5.01
370,5983720,Iqaluit,99,CA,1658884174,81,63.7506,-68.5145,43.7,8.01
371,3396016,Macapá,75,BR,1658884174,94,0.0389,-51.0664,78.78,4.61
372,3628423,San Felipe,71,VE,1658884174,98,10.3399,-68.7425,71.64,2.3
373,220448,Aketi,100,CD,1658884175,98,2.7388,23.7833,70.27,1.7
374,1817240,Baiyin,4,CN,1658884175,48,36.5583,104.2081,67.66,10.07
375,2208248,Kaitangata,100,NZ,1658884175,97,-46.2817,169.8464,45.79,10.09
376,1524801,Shīeli,0,KZ,1658884176,48,44.1667,66.75,73.69,8.86
377,6144195,Senneterre,100,CA,1658884176,74,48.3835,-77.2328,61.25,3.06
378,741487,Mudanya,0,TR,1658884176,54,40.3753,28.8822,69.06,3.96
379,2014078,Urusha,100,RU,1658884177,69,54.05,122.9,75.47,8.97
380,2515271,Las Palmas,0,ES,1658884177,54,28.4204,-14.0131,77.79,8.05
381,2455290,Kidal,15,ML,1658884177,9,18.4411,1.4078,94.91,7.09
382,736229,Florina,1,GR,1658884178,62,40.782,21.4098,73.08,2.8
383,1159362,Torbat-e Jām,0,IR,1658884178,51,35.244,60.6225,75.4,14.85
384,1528998,Yumen,0,CN,1658884178,13,40.2833,97.2,82.04,8.97
385,2036933,Helong,2,CN,1658884178,65,42.5397,128.9972,83.61,2.75
386,6690296,Saint-Joseph,24,RE,1658884179,79,-21.3667,55.6167,64.78,9.78
387,2120612,Tigil',63,RU,1658884179,47,57.8,158.6667,67.71,13.11
388,2092164,Lorengau,20,PG,1658884179,71,-2.0226,147.2712,84.7,10.0
389,1106677,Bambous Virieux,28,MU,1658884180,76,-20.3428,57.7575,68.22,11.59
390,1786855,Yatou,94,CN,1658884180,84,37.15,122.3833,78.91,14.79
391,2087894,Rabaul,11,PG,1658884180,72,-4.1967,152.1721,83.03,5.41
392,3372472,Vila Franca do Campo,25,PT,1658884181,95,37.7167,-25.4333,74.19,4.38
393,1648082,Boyolangu,82,ID,1658884181,82,-8.1181,111.8935,76.71,4.59
394,4362001,Mayo,100,US,1658884081,88,38.8876,-76.5119,76.96,5.75
395,4983905,Albion,0,US,1658883980,77,42.2431,-84.753,73.35,0.0
396,2269142,Colares,0,PT,1658884181,74,38.7992,-9.4469,67.75,23.0
397,3414079,Olafsvik,100,IS,1658884182,96,64.8945,-23.7142,53.19,16.78
398,1485312,Zdvinsk,100,RU,1658884182,63,54.7021,78.661,69.87,4.43
399,2020584,Magistral'nyy,100,RU,1658884182,73,56.1725,107.4458,61.09,7.85
400,113659,Tabas,72,IR,1658884183,28,33.5959,56.9244,90.3,3.67
401,2882161,Kyritz,7,DE,1658884183,80,52.9421,12.397,54.82,5.86
402,5359864,Isla Vista,0,US,1658884183,68,34.4133,-119.861,79.25,8.61
403,103630,Najrān,100,SA,1658884184,47,17.4924,44.1277,80.37,5.99
404,1526038,Atbasar,95,KZ,1658884184,51,51.8,68.3333,67.69,13.47
405,3361934,Saldanha,1,ZA,1658884145,90,-33.0117,17.9442,52.93,6.35
406,7117100,Vila,0,PT,1658884184,82,42.0304,-8.1588,54.7,4.5
407,5478673,Meadow Lake,28,US,1658884184,42,34.8014,-106.5436,82.58,13.27
408,2206894,Hokitika,100,NZ,1658884185,85,-42.7167,170.9667,53.17,6.93
409,4034551,Faanui,22,PF,1658883915,73,-16.4833,-151.75,78.44,9.31
410,4018128,Arteaga,99,MX,1658883938,94,18.4667,-102.4167,67.21,4.5
411,2018069,Peleduy,44,RU,1658884185,64,59.6289,112.7406,69.53,5.03
412,1215694,Zomin,0,UZ,1658884185,31,39.9606,68.3958,77.9,7.05
413,2412408,Nioro,90,GM,1658884186,92,13.35,-15.75,76.8,5.35
414,3571592,Rock Sound,100,BS,1658884186,77,24.9,-76.2,83.55,16.6
415,3460733,Itaperuna,8,BR,1658884186,96,-21.205,-41.8878,63.9,2.98
416,3355672,Lüderitz,0,NA,1658884187,78,-26.6481,15.1594,53.94,2.66
417,2112802,Hasaki,98,JP,1658884104,81,35.7333,140.8333,90.28,17.31
418,1526273,Nur-Sultan,40,KZ,1658884187,38,51.1801,71.446,73.35,8.95
419,2524237,Mascali,0,IT,1658884187,63,37.7558,15.1959,81.54,5.84
420,136702,Dehlorān,100,IR,1658884038,9,32.6941,47.2679,90.91,6.46
421,6316343,Alta Floresta,57,BR,1658884188,39,-9.8756,-56.0861,76.98,3.96
422,4031637,Lavrentiya,77,RU,1658884188,79,65.5833,-171.0,42.35,14.58
423,1640972,Katobu,65,ID,1658884188,72,-4.9408,122.5276,81.1,8.97
424,1633419,Padang,100,ID,1658883932,80,-0.9492,100.3543,79.16,2.1
425,1640576,Kefamenanu,22,ID,1658884189,61,-9.4467,124.4781,76.1,9.24
426,3430443,Necochea,100,AR,1658884189,95,-38.5473,-58.7368,51.69,4.94
427,3580236,Grenville,16,GD,1658884189,79,12.1167,-61.6167,78.85,15.68
428,1485724,Yurga,100,RU,1658884190,83,55.7231,84.8861,61.7,5.3
429,4333811,Morgan City,100,US,1658884190,87,29.6994,-91.2068,81.01,5.61
430,5324363,Apple Valley,15,US,1658884190,22,34.5008,-117.1859,93.67,13.98
431,3868308,Vicuña,1,CL,1658884191,63,-30.0319,-70.7081,46.13,1.12
432,702679,Luhyny,100,UA,1658884191,71,51.082,28.4006,62.26,5.01
433,2063042,Port Hedland,0,AU,1658884191,31,-20.3167,118.5667,75.25,11.5
434,1264976,Leh,100,IN,1658883971,73,34.1667,77.5833,58.33,2.89
435,2389804,Baoro,76,CF,1658884192,97,5.6667,15.9667,66.94,3.71
436,6149996,Smithers,91,CA,1658884180,35,54.7804,-127.1743,88.68,4.03
437,2112309,Katsuura,76,JP,1658884192,82,35.1333,140.3,82.72,15.46
438,2012530,Zhigansk,21,RU,1658884192,56,66.7697,123.3711,73.71,4.25
439,1643837,Gorontalo,100,ID,1658884193,88,0.5412,123.0595,80.08,3.33
440,3406844,Baião,100,BR,1658884193,71,-2.7906,-49.6717,76.55,2.39
441,3691954,Sechura,100,PE,1658884193,80,-5.5569,-80.8222,64.9,18.3
442,1788508,Xinyu,100,CN,1658884194,54,27.8043,114.9334,90.32,2.84
443,2742416,Barcelos,0,PT,1658884194,87,41.5388,-8.6151,65.84,2.53
444,58933,Garoowe,2,SO,1658884194,67,8.4054,48.4845,73.53,26.91
445,5229794,Mitchell,0,US,1658884120,60,43.7094,-98.0298,75.18,9.22
446,4890536,East Moline,100,US,1658884195,77,41.5009,-90.4443,76.08,8.05
447,2629833,Husavik,100,IS,1658883991,82,66.0449,-17.3389,51.66,5.68
448,2136825,Isangel,96,VU,1658884195,78,-19.55,169.2667,77.67,10.56
449,1695546,Pandan,89,PH,1658884195,67,14.0453,124.1694,86.47,4.9
450,154097,Mgandu,8,TZ,1658884196,80,-5.95,34.1333,56.64,7.49
451,3440777,Rocha,43,UY,1658884132,96,-34.4833,-54.3333,60.69,3.96
452,602913,Skellefteå,100,SE,1658884196,100,64.7507,20.9528,59.36,3.44
453,1174451,Keti Bandar,100,PK,1658884196,85,24.1447,67.4497,81.9,10.13
454,1515029,Ulaangom,70,MN,1658884197,52,49.9811,92.0667,61.25,4.05
455,1267390,Kavaratti,100,IN,1658884197,77,10.5669,72.642,81.45,16.11
456,557413,Iki-Burul,93,RU,1658884197,70,45.8208,44.6472,70.66,5.82
457,2984701,Quimper,0,FR,1658884198,76,48.0,-4.1,59.56,4.61
458,1698289,Pundaguitan,79,PH,1658884198,68,6.3711,126.1689,83.34,3.31
459,2138555,Poum,0,NC,1658884198,71,-20.2333,164.0167,74.66,8.66
460,922741,Likasi,22,CD,1658884199,58,-10.9814,26.7333,54.21,3.89
461,3423146,Ilulissat,100,GL,1658883964,87,69.2167,-51.1,44.62,6.91
462,917688,Chongwe,0,ZM,1658884199,93,-15.3292,28.682,52.5,5.17
463,5540831,Hurricane,32,US,1658884199,37,37.1753,-113.2899,94.71,10.25
464,866062,Iskateley,97,RU,1658884199,77,67.6803,53.1512,52.45,7.9
465,1630058,Karaton,100,ID,1658883984,83,-6.3424,106.1045,76.39,1.21
466,1510689,Baykit,100,RU,1658884200,95,61.67,96.37,63.21,2.82
467,1524325,Ekibastuz,42,KZ,1658884200,32,51.6667,75.3667,76.53,9.71
468,1106643,Quatre Cocos,36,MU,1658884200,77,-20.2078,57.7625,68.09,11.34
469,933182,Palapye,4,BW,1658884201,68,-22.546,27.1251,53.55,3.56
470,690820,Uglovoye,0,UA,1658884201,68,44.8215,33.6045,66.02,3.49
471,1506254,Gornyy,95,RU,1658884201,77,55.1153,83.9059,63.05,4.32
472,1492255,Sherbakul',100,RU,1658884202,80,54.6316,72.3963,66.27,6.17
473,343292,Āsosa,100,ET,1658884202,92,10.0667,34.5333,59.95,2.51
474,475469,Verkhnetulomskiy,100,RU,1658884203,95,68.6073,31.7962,62.13,8.72
475,3464724,Diamantino,20,BR,1658884203,37,-14.4086,-56.4461,74.5,4.52
476,1793533,Taixing,17,CN,1658884203,74,32.1667,120.0136,83.44,5.1
477,70979,Sayyan,100,YE,1658884204,59,15.1718,44.3244,62.62,1.97
478,2108502,Honiara,50,SB,1658884204,60,-9.4333,159.95,87.89,5.61
479,477629,Uvarovka,1,RU,1658884204,94,55.5278,35.6061,61.23,1.25
480,49747,Oddur,28,SO,1658884205,81,4.1213,43.8894,67.95,18.23
481,3671497,Puerto Colombia,100,CO,1658884205,84,10.9878,-74.9547,80.69,8.68
482,1501377,Kungurtug,100,RU,1658884205,55,50.5994,97.5228,54.25,1.74
483,3647444,Calabozo,30,VE,1658884205,90,8.9242,-67.4293,75.58,0.81
484,3372760,Praia da Vitória,34,PT,1658884206,89,38.7333,-27.0667,73.76,5.5
485,3388847,São Félix do Xingu,100,BR,1658884009,51,-6.6447,-51.995,77.45,1.16
486,1260716,Kandara,88,IN,1658884206,87,25.7191,73.2765,77.92,10.09
487,2019867,Mokhsogollokh,13,RU,1658884207,43,61.4681,128.9203,78.6,3.42
488,1043893,Lichinga,89,MZ,1658884207,92,-13.3128,35.2406,52.65,8.34
489,2088122,Port Moresby,99,PG,1658884069,72,-9.4431,147.1797,81.63,7.63
490,2246901,Oussouye,40,SN,1658884207,86,12.485,-16.5469,77.95,4.61
491,1810637,Ganzhou,3,CN,1658883978,57,28.8184,115.4327,92.75,3.83
492,1734313,Paka,100,MY,1658884208,87,4.6374,103.4368,79.93,7.11
493,550234,Khislavichi,2,RU,1658884208,90,54.1871,32.1582,60.46,1.32
494,2025286,Chuguyevka,5,RU,1658884208,62,44.1653,133.8633,82.33,1.72
495,6179652,Weyburn,45,CA,1658884209,59,49.6668,-103.8511,66.0,7.56
496,5461428,Chaves,0,US,1658884209,23,33.3834,-104.4505,95.41,13.8
497,6255012,Flinders,2,AU,1658884209,51,-34.5833,150.8552,60.19,11.01
498,5866063,Kenai,0,US,1658883948,60,60.5544,-151.2583,65.03,14.97
499,1852357,Shimoda,100,JP,1658884016,79,34.6667,138.95,85.1,8.63
500,342190,Bichena,100,ET,1658884210,95,10.45,38.2,52.77,3.09
501,2184512,Pleasant Point,100,NZ,1658884210,97,-44.2667,171.1333,49.28,5.86
502,2035610,Nehe,100,CN,1658884210,71,48.4833,124.8333,79.84,13.33
503,2064735,Nhulunbuy,40,AU,1658884211,65,-12.2333,136.7667,79.41,19.57
504,1082243,Ambilobe,97,MG,1658884211,83,-13.2,49.05,67.23,3.89
505,2276492,Harper,94,LR,1658884211,81,4.375,-7.7169,75.18,9.22
506,2017215,Sangar,11,RU,1658884209,56,63.9242,127.4739,77.13,2.68
507,293842,Kiryat Gat,0,IL,1658884212,62,31.61,34.7642,76.41,3.06
508,3897347,Calama,14,CL,1658884212,24,-22.4667,-68.9333,52.29,6.91
509,2460954,Araouane,100,ML,1658884168,11,18.9048,-3.5265,96.73,9.82
510,1804645,Kunyang,4,CN,1658884212,58,27.6658,120.5658,85.1,3.94
511,1633034,Palu,100,ID,1658884212,77,-0.8917,119.8707,82.72,0.94
512,1492893,Sayanogorsk,66,RU,1658884013,87,53.0875,91.3997,59.27,1.83
513,5882953,Aklavik,100,CA,1658884213,33,68.2191,-135.0107,66.29,19.35
514,1271386,Ghanaur,97,IN,1658884213,68,30.3322,76.6072,82.62,10.13
515,3412093,Vestmannaeyjar,100,IS,1658884213,99,63.4427,-20.2734,53.47,14.05
516,2966356,Bantry,100,IE,1658884214,78,51.6833,-9.45,53.78,1.83
517,6325494,Québec,42,CA,1658883966,80,46.8123,-71.2145,63.73,6.17
518,3157549,Finnsnes,100,NO,1658884214,99,69.2296,17.9811,54.75,3.94
519,141679,Bandar-e Anzali,45,IR,1658884214,77,37.4727,49.4622,76.41,0.85
520,527012,Mikhaylovka,63,RU,1658884215,83,50.06,43.2379,64.71,3.44
521,2194098,Ahipara,82,NZ,1658884215,72,-35.1667,173.1667,60.22,10.96
522,4845585,Westport,0,US,1658884083,62,41.1415,-73.3579,76.01,4.61
523,1244926,Hambantota,100,LK,1658884215,85,6.1241,81.1185,78.85,5.01
524,110690,Faya,100,SA,1658884216,60,18.3851,42.4509,64.92,3.74
525,2171766,Charlestown,5,AU,1658884207,51,-32.95,151.6667,61.68,7.0
526,516539,Nyuksenitsa,84,RU,1658884216,83,60.4128,44.2397,54.86,4.81
527,1045114,Inhambane,0,MZ,1658884216,75,-23.865,35.3833,61.77,3.09
528,1259385,Port Blair,40,IN,1658884173,89,11.6667,92.75,80.64,2.3
529,3351663,Benguela,3,AO,1658884217,91,-12.5763,13.4055,67.21,3.67
530,5849996,Lahaina,37,US,1658884217,81,20.8783,-156.6825,87.8,12.01
531,2738381,Lata,7,PT,1658884218,97,40.1629,-8.3327,55.06,1.95
532,1517637,Ushtobe,0,KZ,1658884218,15,45.2514,77.9838,78.26,3.13
533,2016701,Shimanovsk,82,RU,1658884218,54,52.0,127.7,83.8,7.81
534,2189343,Kaeo,68,NZ,1658884218,70,-35.1,173.7833,66.33,12.03
535,975436,Mmabatho,0,ZA,1658884219,61,-25.85,25.6333,53.62,10.54
536,3492908,Santo Domingo,40,DO,1658884188,84,18.5001,-69.9886,83.03,7.0
537,497019,Sennoy,0,RU,1658884219,87,52.1509,46.9631,63.61,3.96
538,3448903,São João da Barra,0,BR,1658884219,85,-21.6403,-41.0511,70.16,9.69
539,2015545,Tarbagatay,100,RU,1658884220,73,51.4803,107.3602,61.48,5.1
540,3860443,Comodoro Rivadavia,40,AR,1658884104,93,-45.8667,-67.5,33.66,4.61
541,1494237,Predivinsk,100,RU,1658884220,92,57.0669,93.4378,57.33,5.21
542,4005370,Guadalupe y Calvo,98,MX,1658884220,81,26.1,-106.9667,61.32,1.28
543,6160362,Swan River,34,CA,1658884221,62,52.1058,-101.2676,65.17,11.43
544,1803331,Linxia Chengguanzhen,93,CN,1658884221,73,35.6003,103.2064,61.34,5.93
545,2619251,Juelsminde,100,DK,1658884221,68,55.7088,10.0167,54.9,20.29
546,5367788,Lompoc,0,US,1658884154,74,34.6391,-120.4579,79.02,14.97
547,2425791,Kibala,91,TD,1658884222,92,9.1104,18.3463,72.93,4.18
548,4513583,Hamilton,100,US,1658884153,86,39.1834,-84.5333,76.05,3.44
549,3868626,Valparaíso,20,CL,1658884222,95,-33.0393,-71.6273,54.48,2.3
550,3201946,Dobrić,98,RS,1658884223,95,44.7019,19.5814,68.81,6.04
551,4032420,Neiafu,100,TO,1658884223,69,-18.65,-173.9833,76.51,15.14
552,4231997,Avera,98,US,1658884223,62,33.194,-82.5271,85.51,5.14
553,884979,Mutare,0,ZW,1658884223,94,-18.9707,32.6709,49.08,1.66
554,5314245,Show Low,40,US,1658884224,84,34.2542,-110.0298,67.01,0.0
555,145724,Lucapa,100,AO,1658884224,35,-8.4192,20.7447,63.19,4.34
556,3446445,Timóteo,1,BR,1658884224,72,-19.5825,-42.6444,63.23,1.68
